path,label,start,stop,subset
down/65079685_nohash_1.wav,-1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,205800,221800,0
_background_noise_/pink_noise.wav,0,796442,812442,0
three/118261a9_nohash_0.wav,-1,-1,-1,0
on/da15e796_nohash_0.wav,-1,-1,-1,0
stop/c22d3f18_nohash_0.wav,1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,125076,141076,0
stop/cce7416f_nohash_6.wav,1,-1,-1,0
stop/03c96658_nohash_1.wav,1,-1,-1,0
five/42f81601_nohash_0.wav,-1,-1,-1,0
five/050170cb_nohash_2.wav,-1,-1,-1,0
no/e57d35bc_nohash_0.wav,-1,-1,-1,0
follow/1a994c9f_nohash_2.wav,-1,-1,-1,0
_background_noise_/white_noise.wav,0,774718,790718,0
yes/24c9f572_nohash_0.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,526224,542224,0
one/3d9bbe2d_nohash_0.wav,-1,-1,-1,0
six/89f680f3_nohash_0.wav,-1,-1,-1,0
three/24a3e589_nohash_1.wav,-1,-1,-1,0
_background_noise_/white_noise.wav,0,26234,42234,0
_background_noise_/doing_the_dishes.wav,0,974916,990916,0
_background_noise_/running_tap.wav,0,191508,207508,0
down/bab36420_nohash_0.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,727064,743064,0
_background_noise_/running_tap.wav,0,298976,314976,0
down/ef2578c0_nohash_0.wav,-1,-1,-1,0
tree/c86d4fd4_nohash_1.wav,-1,-1,-1,0
stop/a1533da4_nohash_1.wav,1,-1,-1,0
two/b176f8e9_nohash_0.wav,-1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,1483964,1499964,0
bird/71e6ab20_nohash_0.wav,-1,-1,-1,0
five/6f9088d7_nohash_1.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,276394,292394,0
go/86402da1_nohash_0.wav,-1,-1,-1,0
bird/988e2f9a_nohash_1.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,544774,560774,0
visual/7e7ca854_nohash_3.wav,-1,-1,-1,0
stop/07089da9_nohash_0.wav,1,-1,-1,0
yes/7fb8d703_nohash_2.wav,-1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,1134978,1150978,0
dog/7318280c_nohash_0.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,784768,800768,0
happy/b25b6065_nohash_0.wav,-1,-1,-1,0
_background_noise_/exercise_bike.wav,0,723328,739328,0
zero/2c7c33e8_nohash_0.wav,-1,-1,-1,0
_background_noise_/pink_noise.wav,0,34068,50068,0
_background_noise_/exercise_bike.wav,0,590732,606732,0
stop/44dad20e_nohash_0.wav,1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,519670,535670,0
_background_noise_/dude_miaowing.wav,0,312776,328776,0
_background_noise_/white_noise.wav,0,499084,515084,0
stop/c50f55b8_nohash_15.wav,1,-1,-1,0
_background_noise_/running_tap.wav,0,921850,937850,0
stop/439c84f4_nohash_1.wav,1,-1,-1,0
stop/db24628d_nohash_1.wav,1,-1,-1,0
off/ef3367d9_nohash_1.wav,-1,-1,-1,0
stop/d1dd03ed_nohash_0.wav,1,-1,-1,0
_background_noise_/running_tap.wav,0,781970,797970,0
_background_noise_/exercise_bike.wav,0,30852,46852,0
_background_noise_/doing_the_dishes.wav,0,546866,562866,0
four/65d81c54_nohash_0.wav,-1,-1,-1,0
three/750e3e75_nohash_0.wav,-1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,1265648,1281648,0
_background_noise_/doing_the_dishes.wav,0,442682,458682,0
stop/0cd323ec_nohash_1.wav,1,-1,-1,0
sheila/6b889021_nohash_0.wav,-1,-1,-1,0
_background_noise_/white_noise.wav,0,321108,337108,0
stop/d0745d72_nohash_0.wav,1,-1,-1,0
house/a40c62f1_nohash_0.wav,-1,-1,-1,0
three/de650823_nohash_0.wav,-1,-1,-1,0
bird/ad340ed7_nohash_0.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,374554,390554,0
go/a2cc5444_nohash_1.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,493518,509518,0
_background_noise_/dude_miaowing.wav,0,408030,424030,0
house/460209ac_nohash_0.wav,-1,-1,-1,0
stop/82e7204d_nohash_1.wav,1,-1,-1,0
stop/fc2411fe_nohash_1.wav,1,-1,-1,0
stop/611d2b50_nohash_3.wav,1,-1,-1,0
_background_noise_/exercise_bike.wav,0,959634,975634,0
stop/c24d96eb_nohash_0.wav,1,-1,-1,0
one/cd85758f_nohash_2.wav,-1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,311668,327668,0
_background_noise_/running_tap.wav,0,818110,834110,0
two/fb9d6d23_nohash_0.wav,-1,-1,-1,0
up/413bcfe1_nohash_0.wav,-1,-1,-1,0
zero/a6f2fd71_nohash_3.wav,-1,-1,-1,0
cat/de650823_nohash_1.wav,-1,-1,-1,0
_background_noise_/white_noise.wav,0,271508,287508,0
_background_noise_/exercise_bike.wav,0,380972,396972,0
stop/c6ee87a7_nohash_0.wav,1,-1,-1,0
_background_noise_/running_tap.wav,0,426218,442218,0
sheila/c0e8f5a1_nohash_0.wav,-1,-1,-1,0
up/f30285c8_nohash_1.wav,-1,-1,-1,0
left/de89e2ca_nohash_0.wav,-1,-1,-1,0
no/0f7266cf_nohash_1.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,565662,581662,0
stop/e882abb2_nohash_2.wav,1,-1,-1,0
off/d1dd03ed_nohash_0.wav,-1,-1,-1,0
stop/ad1429cf_nohash_0.wav,1,-1,-1,0
_background_noise_/exercise_bike.wav,0,239798,255798,0
yes/4c6944d6_nohash_1.wav,-1,-1,-1,0
no/6e74c582_nohash_0.wav,-1,-1,-1,0
_background_noise_/white_noise.wav,0,390148,406148,0
_background_noise_/running_tap.wav,0,486038,502038,0
_background_noise_/pink_noise.wav,0,595552,611552,0
_background_noise_/running_tap.wav,0,446808,462808,0
no/b06c19b0_nohash_0.wav,-1,-1,-1,0
right/1b88bf70_nohash_0.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,943038,959038,0
zero/5c39594f_nohash_1.wav,-1,-1,-1,0
stop/3e31dffe_nohash_0.wav,1,-1,-1,0
dog/72aa7259_nohash_1.wav,-1,-1,-1,0
down/73f20b00_nohash_3.wav,-1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,527930,543930,0
stop/caf1803e_nohash_1.wav,1,-1,-1,0
nine/7f74626f_nohash_1.wav,-1,-1,-1,0
backward/14c7b073_nohash_0.wav,-1,-1,-1,0
yes/3c4aa5ef_nohash_3.wav,-1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,424354,440354,0
_background_noise_/dude_miaowing.wav,0,109214,125214,0
_background_noise_/doing_the_dishes.wav,0,577980,593980,0
_background_noise_/pink_noise.wav,0,909740,925740,0
three/26631bee_nohash_1.wav,-1,-1,-1,0
one/d7a58714_nohash_0.wav,-1,-1,-1,0
stop/1fe4c891_nohash_0.wav,1,-1,-1,0
zero/5b09db89_nohash_1.wav,-1,-1,-1,0
forward/a16013b7_nohash_2.wav,-1,-1,-1,0
right/67bdbf56_nohash_2.wav,-1,-1,-1,0
_background_noise_/exercise_bike.wav,0,24470,40470,0
three/94e6864f_nohash_1.wav,-1,-1,-1,0
stop/f804cbb3_nohash_2.wav,1,-1,-1,0
_background_noise_/exercise_bike.wav,0,203162,219162,0
_background_noise_/white_noise.wav,0,658536,674536,0
stop/6ace4fe1_nohash_1.wav,1,-1,-1,0
no/87d5e978_nohash_1.wav,-1,-1,-1,0
five/b8872c20_nohash_0.wav,-1,-1,-1,0
stop/a16013b7_nohash_4.wav,1,-1,-1,0
house/3e31dffe_nohash_0.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,663594,679594,0
two/88e90bc1_nohash_0.wav,-1,-1,-1,0
four/692a88e6_nohash_2.wav,-1,-1,-1,0
_background_noise_/pink_noise.wav,0,560876,576876,0
stop/190821dc_nohash_2.wav,1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,543424,559424,0
stop/c22ebf46_nohash_1.wav,1,-1,-1,0
zero/099d52ad_nohash_4.wav,-1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,282602,298602,0
stop/64df20d8_nohash_3.wav,1,-1,-1,0
right/9e44aca3_nohash_0.wav,-1,-1,-1,0
nine/c9b653a0_nohash_3.wav,-1,-1,-1,0
marvin/3a70ab7f_nohash_1.wav,-1,-1,-1,0
two/fbf3dd31_nohash_0.wav,-1,-1,-1,0
no/2748cce7_nohash_3.wav,-1,-1,-1,0
stop/28ce0c58_nohash_4.wav,1,-1,-1,0
on/a2cc5444_nohash_2.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,572076,588076,0
cat/96d8bb6f_nohash_0.wav,-1,-1,-1,0
stop/311fde72_nohash_3.wav,1,-1,-1,0
on/56f8a100_nohash_3.wav,-1,-1,-1,0
nine/6ef407da_nohash_0.wav,-1,-1,-1,0
three/2cec1d47_nohash_0.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,178876,194876,0
_background_noise_/white_noise.wav,0,745042,761042,0
_background_noise_/dude_miaowing.wav,0,793406,809406,0
down/513aeddf_nohash_1.wav,-1,-1,-1,0
_background_noise_/exercise_bike.wav,0,425920,441920,0
seven/0165e0e8_nohash_0.wav,-1,-1,-1,0
no/90804775_nohash_0.wav,-1,-1,-1,0
right/3df9a3d4_nohash_0.wav,-1,-1,-1,0
house/3209ec42_nohash_0.wav,-1,-1,-1,0
stop/e9323bd9_nohash_0.wav,1,-1,-1,0
stop/cfbedff9_nohash_1.wav,1,-1,-1,0
stop/dc6e9c04_nohash_0.wav,1,-1,-1,0
stop/e0315cf6_nohash_2.wav,1,-1,-1,0
stop/35d1b6ee_nohash_4.wav,1,-1,-1,0
stop/f30285c8_nohash_3.wav,1,-1,-1,0
up/97ae8b25_nohash_0.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,123198,139198,0
stop/9db2bfe9_nohash_0.wav,1,-1,-1,0
_background_noise_/white_noise.wav,0,125834,141834,0
stop/c86d4fd4_nohash_0.wav,1,-1,-1,0
two/ac4b3fc3_nohash_0.wav,-1,-1,-1,0
stop/499be02e_nohash_1.wav,1,-1,-1,0
_background_noise_/running_tap.wav,0,819114,835114,0
go/e0c782d5_nohash_2.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,207286,223286,0
_background_noise_/doing_the_dishes.wav,0,1404724,1420724,0
stop/b72e58c9_nohash_1.wav,1,-1,-1,0
go/85851131_nohash_4.wav,-1,-1,-1,0
stop/f2898d06_nohash_3.wav,1,-1,-1,0
yes/d98dd124_nohash_0.wav,-1,-1,-1,0
stop/50a8ef27_nohash_1.wav,1,-1,-1,0
_background_noise_/pink_noise.wav,0,914182,930182,0
six/afabfa0e_nohash_0.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,683550,699550,0
stop/94de6a6a_nohash_3.wav,1,-1,-1,0
dog/ace82a68_nohash_0.wav,-1,-1,-1,0
stop/b06c19b0_nohash_0.wav,1,-1,-1,0
go/4f5c0b28_nohash_0.wav,-1,-1,-1,0
stop/b9515bf3_nohash_0.wav,1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,492196,508196,0
_background_noise_/white_noise.wav,0,147742,163742,0
_background_noise_/dude_miaowing.wav,0,424750,440750,0
stop/095847e4_nohash_0.wav,1,-1,-1,0
learn/32ad5b65_nohash_2.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,672412,688412,0
_background_noise_/dude_miaowing.wav,0,213620,229620,0
_background_noise_/pink_noise.wav,0,26450,42450,0
zero/d1dd03ed_nohash_2.wav,-1,-1,-1,0
stop/c50f55b8_nohash_4.wav,1,-1,-1,0
yes/322d17d3_nohash_4.wav,-1,-1,-1,0
_background_noise_/exercise_bike.wav,0,94606,110606,0
_background_noise_/doing_the_dishes.wav,0,350642,366642,0
eight/dc75148d_nohash_0.wav,-1,-1,-1,0
_background_noise_/exercise_bike.wav,0,214462,230462,0
stop/ca4912b6_nohash_4.wav,1,-1,-1,0
marvin/1816b768_nohash_0.wav,-1,-1,-1,0
_background_noise_/white_noise.wav,0,407036,423036,0
backward/9b8a7439_nohash_2.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,723744,739744,0
_background_noise_/doing_the_dishes.wav,0,1061648,1077648,0
bed/d2f4f431_nohash_1.wav,-1,-1,-1,0
forward/02ade946_nohash_2.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,972812,988812,0
_background_noise_/pink_noise.wav,0,291134,307134,0
down/8ed25ef8_nohash_1.wav,-1,-1,-1,0
five/0717b9f6_nohash_0.wav,-1,-1,-1,0
four/2fa39636_nohash_1.wav,-1,-1,-1,0
stop/e5d2e09d_nohash_0.wav,1,-1,-1,0
four/4c6944d6_nohash_4.wav,-1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,876746,892746,0
_background_noise_/dude_miaowing.wav,0,27088,43088,0
_background_noise_/doing_the_dishes.wav,0,1003352,1019352,0
_background_noise_/running_tap.wav,0,908716,924716,0
go/834f03fe_nohash_1.wav,-1,-1,-1,0
bed/31583d30_nohash_1.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,288082,304082,0
happy/8494fba8_nohash_0.wav,-1,-1,-1,0
stop/2b5e346d_nohash_4.wav,1,-1,-1,0
stop/113b3fbc_nohash_2.wav,1,-1,-1,0
_background_noise_/white_noise.wav,0,368672,384672,0
stop/f5d09ebd_nohash_0.wav,1,-1,-1,0
tree/b72e58c9_nohash_0.wav,-1,-1,-1,0
bed/c099668c_nohash_3.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,398282,414282,0
_background_noise_/running_tap.wav,0,263704,279704,0
stop/3cc595de_nohash_3.wav,1,-1,-1,0
eight/1aed7c6d_nohash_0.wav,-1,-1,-1,0
off/6f2c6f7e_nohash_0.wav,-1,-1,-1,0
stop/29229c21_nohash_2.wav,1,-1,-1,0
stop/3f45a0cf_nohash_2.wav,1,-1,-1,0
stop/f35eedd7_nohash_0.wav,1,-1,-1,0
learn/cd671b5f_nohash_0.wav,-1,-1,-1,0
go/ca4912b6_nohash_0.wav,-1,-1,-1,0
five/365908bd_nohash_1.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,541982,557982,0
stop/ca4d5368_nohash_1.wav,1,-1,-1,0
nine/d8ed3745_nohash_1.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,599112,615112,0
_background_noise_/doing_the_dishes.wav,0,939234,955234,0
dog/df6bd83f_nohash_0.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,475394,491394,0
stop/0132a06d_nohash_3.wav,1,-1,-1,0
_background_noise_/exercise_bike.wav,0,514250,530250,0
stop/fa44fcf5_nohash_1.wav,1,-1,-1,0
go/f035e2ea_nohash_1.wav,-1,-1,-1,0
stop/fdb5155e_nohash_1.wav,1,-1,-1,0
_background_noise_/pink_noise.wav,0,354488,370488,0
stop/c120e80e_nohash_2.wav,1,-1,-1,0
five/321aba74_nohash_4.wav,-1,-1,-1,0
_background_noise_/exercise_bike.wav,0,761524,777524,0
two/b0ae6326_nohash_0.wav,-1,-1,-1,0
backward/f2898d06_nohash_4.wav,-1,-1,-1,0
_background_noise_/white_noise.wav,0,31790,47790,0
_background_noise_/doing_the_dishes.wav,0,912078,928078,0
right/3bb68054_nohash_3.wav,-1,-1,-1,0
up/856eb138_nohash_0.wav,-1,-1,-1,0
stop/4e6902d0_nohash_1.wav,1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,1066848,1082848,0
stop/2dcb6848_nohash_1.wav,1,-1,-1,0
yes/c634a189_nohash_1.wav,-1,-1,-1,0
stop/f2e59fea_nohash_3.wav,1,-1,-1,0
four/9a69672b_nohash_0.wav,-1,-1,-1,0
wow/8281a2a8_nohash_0.wav,-1,-1,-1,0
_background_noise_/exercise_bike.wav,0,924290,940290,0
stop/1acc97de_nohash_0.wav,1,-1,-1,0
stop/953fe1ad_nohash_3.wav,1,-1,-1,0
_background_noise_/pink_noise.wav,0,850514,866514,0
house/890cc926_nohash_0.wav,-1,-1,-1,0
nine/29229c21_nohash_1.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,591878,607878,0
nine/fb8c31a9_nohash_0.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,805220,821220,0
_background_noise_/doing_the_dishes.wav,0,580546,596546,0
seven/324210dd_nohash_0.wav,-1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,4420,20420,0
stop/c351e611_nohash_4.wav,1,-1,-1,0
wow/0cd323ec_nohash_1.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,509704,525704,0
_background_noise_/white_noise.wav,0,918832,934832,0
_background_noise_/doing_the_dishes.wav,0,770926,786926,0
_background_noise_/pink_noise.wav,0,197962,213962,0
yes/0ff728b5_nohash_3.wav,-1,-1,-1,0
four/bf5d409d_nohash_0.wav,-1,-1,-1,0
five/05d18852_nohash_0.wav,-1,-1,-1,0
stop/20fd451f_nohash_3.wav,1,-1,-1,0
left/472b8045_nohash_0.wav,-1,-1,-1,0
stop/ab9b93e4_nohash_0.wav,1,-1,-1,0
stop/529eda42_nohash_0.wav,1,-1,-1,0
_background_noise_/white_noise.wav,0,468998,484998,0
go/616420be_nohash_2.wav,-1,-1,-1,0
_background_noise_/exercise_bike.wav,0,947450,963450,0
_background_noise_/white_noise.wav,0,122584,138584,0
stop/46114b4e_nohash_0.wav,1,-1,-1,0
yes/b66f4f93_nohash_9.wav,-1,-1,-1,0
six/1fd85ee4_nohash_1.wav,-1,-1,-1,0
_background_noise_/pink_noise.wav,0,444982,460982,0
yes/890cc926_nohash_0.wav,-1,-1,-1,0
_background_noise_/dude_miaowing.wav,0,263114,279114,0
_background_noise_/doing_the_dishes.wav,0,1099038,1115038,0
_background_noise_/pink_noise.wav,0,499264,515264,0
marvin/24ad3ebe_nohash_3.wav,-1,-1,-1,0
bed/c1e0e8e3_nohash_0.wav,-1,-1,-1,0
stop/0b56bcfe_nohash_1.wav,1,-1,-1,0
_background_noise_/white_noise.wav,0,208664,224664,0
_background_noise_/running_tap.wav,0,503672,519672,0
stop/3143fdff_nohash_0.wav,1,-1,-1,0
stop/b5cf6ea8_nohash_5.wav,1,-1,-1,0
stop/01d22d03_nohash_0.wav,1,-1,-1,0
stop/54aecbd5_nohash_4.wav,1,-1,-1,0
_background_noise_/exercise_bike.wav,0,666884,682884,0
left/4fce7686_nohash_0.wav,-1,-1,-1,0
off/9ce7a419_nohash_0.wav,-1,-1,-1,0
stop/91b03183_nohash_1.wav,1,-1,-1,0
stop/ab00c4b2_nohash_1.wav,1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,828254,844254,0
_background_noise_/doing_the_dishes.wav,0,468986,484986,0
zero/37dca74f_nohash_0.wav,-1,-1,-1,0
stop/89ed36ab_nohash_0.wav,1,-1,-1,0
go/5bf1f1cb_nohash_1.wav,-1,-1,-1,0
dog/187af8be_nohash_1.wav,-1,-1,-1,0
_background_noise_/white_noise.wav,0,58784,74784,0
_background_noise_/white_noise.wav,0,641842,657842,0
_background_noise_/dude_miaowing.wav,0,759788,775788,0
house/f88f97a7_nohash_0.wav,-1,-1,-1,0
_background_noise_/doing_the_dishes.wav,0,272128,288128,0
_background_noise_/exercise_bike.wav,0,414470,430470,0
_background_noise_/dude_miaowing.wav,0,310298,326298,0
_background_noise_/doing_the_dishes.wav,0,1491684,1507684,0
_background_noise_/dude_miaowing.wav,0,598884,614884,0
follow/a929f9b9_nohash_4.wav,-1,-1,-1,0
six/aa233654_nohash_0.wav,-1,-1,-1,0
happy/2250f5f2_nohash_0.wav,-1,-1,-1,0
two/1a6eca98_nohash_1.wav,-1,-1,-1,0
left/2ad772d6_nohash_0.wav,-1,-1,-1,0
go/037c445a_nohash_0.wav,-1,-1,-1,0
stop/2f0ce4d9_nohash_4.wav,1,-1,-1,0
dog/34881b10_nohash_0.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,515090,531090,0
_background_noise_/white_noise.wav,0,515112,531112,0
five/f822b9bf_nohash_2.wav,-1,-1,-1,0
_background_noise_/exercise_bike.wav,0,938176,954176,0
_background_noise_/dude_miaowing.wav,0,897552,913552,0
yes/ec545975_nohash_2.wav,-1,-1,-1,0
five/7f74626f_nohash_1.wav,-1,-1,-1,0
_background_noise_/running_tap.wav,0,826864,842864,0
zero/4c6167ca_nohash_2.wav,-1,-1,-1,0
_background_noise_/pink_noise.wav,0,583474,599474,0
_background_noise_/white_noise.wav,0,308638,324638,0
wow/152491bc_nohash_1.wav,-1,-1,-1,0
dog/cc2f1a85_nohash_0.wav,-1,-1,-1,0
_background_noise_/exercise_bike.wav,0,353260,369260,0
visual/e6327279_nohash_2.wav,-1,-1,-1,0
learn/3108acca_nohash_1.wav,-1,-1,-1,0
stop/84999496_nohash_0.wav,1,-1,-1,0
